"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ARX",1.15495491745266e-94,-0.0395157328119387,0.364,0.831,2.30990983490533e-91
"NCAN",8.32858757536537e-93,0.0101460521013904,0.499,0.935,1.66571751507307e-89
"ANKRD1",1.69995222248338e-88,-0.018331302165493,0.287,0.836,3.39990444496676e-85
"ICAM1",1.04780993811149e-87,0.0154795304056583,0.269,0.821,2.09561987622298e-84
"SYTL2",1.36500076569775e-87,0.0144815463474036,0.543,0.983,2.73000153139551e-84
"PHOX2B",2.49746522132995e-85,0.0455239817356767,0.525,0.999,4.9949304426599e-82
"KCNJ6",5.25369565679888e-84,0.0359816388694234,0.532,0.998,1.05073913135978e-80
"SOX9",5.81161603223884e-83,0.0192345719472213,0.437,0.952,1.16232320644777e-79
"NTRK3",4.2812262227082e-79,-0.0117602681322554,0.49,0.962,8.5624524454164e-76
"GDPD2",2.3588683006434e-72,-0.026765517287239,0.438,0.868,4.7177366012868e-69
"PTF1A",2.27080595559441e-71,0.0248562020219815,0.502,0.937,4.54161191118881e-68
"MMP11",2.34617429341048e-71,-0.0203068965781213,0.416,0.867,4.69234858682096e-68
"OPRK1",1.16720742671767e-70,0.016592211550178,0.488,0.923,2.33441485343533e-67
"HAND1",7.33717108522333e-69,-0.0194573829250385,0.227,0.308,1.46743421704467e-65
"GDF3",1.13490242087027e-68,0.0282983619342567,0.402,0.883,2.26980484174054e-65
"CSRP1",1.28382329059918e-67,0.0280518370688422,0.43,0.935,2.56764658119835e-64
"PDGFA",3.43751426971557e-67,-0.0111680172906776,0.121,0.669,6.87502853943114e-64
"SCN9A",1.92807529271165e-66,0.0187617536253726,0.369,0.808,3.85615058542331e-63
"C7",1.43452073762933e-65,-0.0195593698719698,0.323,0.842,2.86904147525867e-62
"PDLIM3",5.56315831323652e-65,0.0349053194465022,0.492,0.934,1.1126316626473e-61
"TFPI",7.43000357354409e-64,-0.0139271341309163,0.279,0.78,1.48600071470882e-60
"EDN3",1.84821553060415e-62,0.0102342133346678,0.205,0.766,3.69643106120829e-59
"PHF11",1.5317705257438e-61,0.0111868227525045,0.365,0.863,3.0635410514876e-58
"ONECUT1",2.54254349777406e-61,-0.0153365370307702,0.347,0.35,5.08508699554811e-58
"PLP1",8.12221780025693e-61,0.0265561085536748,0.52,0.94,1.62444356005139e-57
"DOK5",8.26900804095477e-61,0.050917292659433,0.516,0.937,1.65380160819095e-57
"ARSJ",1.55847431804977e-59,0.0127053181147312,0.216,0.788,3.11694863609953e-56
"OLFM2",4.27255042879861e-58,0.0259029319131721,0.237,0.778,8.54510085759722e-55
"GDAP1L1",5.8100020827963e-58,-0.0304721388473818,0.494,0.923,1.16200041655926e-54
"BARX2",6.08317090216163e-57,0.0103306876178235,0.107,0.47,1.21663418043233e-53
"GLIS3",1.9250216750314e-56,-0.0230605222643129,0.265,0.748,3.85004335006281e-53
"PALMD",3.01763361351792e-56,0.0434470678946301,0.281,0.763,6.03526722703583e-53
"RPP25",5.62196771680398e-56,-0.0261520073349331,0.253,0.297,1.1243935433608e-52
"GLIPR1",1.55870986742854e-55,-0.0151367837800772,0.425,0.856,3.11741973485708e-52
"EPSTI1",1.21229059642581e-54,0.0240665420562454,0.244,0.72,2.42458119285162e-51
"TGFB1I1",2.58479293961535e-53,0.0317411232739574,0.316,0.822,5.1695858792307e-50
"OSMR",4.7548778575953e-53,0.0157204969165491,0.218,0.722,9.5097557151906e-50
"ELMOD1",5.5531293167082e-53,-0.0104615132414898,0.251,0.722,1.11062586334164e-49
"FAM107A",1.48055176080112e-51,0.0198405605858489,0.403,0.803,2.96110352160225e-48
"CYTOR",7.5328749246279e-51,0.038344833843901,0.357,0.86,1.50657498492558e-47
"OPTN",2.00695463912147e-50,-0.0180605063623064,0.43,0.836,4.01390927824295e-47
"FGF19",1.32378833105077e-49,0.0186872203667926,0.452,0.839,2.64757666210154e-46
"CA4",3.87273602035126e-49,-0.0608957067036184,0.361,0.785,7.74547204070251e-46
"FAM181B",3.83394713456793e-48,0.0103883735938664,0.432,0.816,7.66789426913587e-45
"ADGRA2",4.10024849360432e-48,-0.021049356474853,0.194,0.708,8.20049698720863e-45
"PARP14",4.38580303974085e-48,0.0320165000542824,0.325,0.805,8.7716060794817e-45
"IL13RA2",4.93127192878424e-48,0.0370179144674421,0.541,0.974,9.86254385756848e-45
"DHRS3",5.17451392509418e-48,0.0115544869402798,0.377,0.783,1.03490278501884e-44
"KREMEN2",5.19323046138048e-48,-0.0133430986678449,0.34,0.808,1.0386460922761e-44
"MYOT",7.25392839979113e-48,-0.0157353253795526,0.184,0.718,1.45078567995823e-44
"SLC38A11",8.77449289506823e-48,-0.0200967120632087,0.21,0.322,1.75489857901365e-44
"HAND2",1.93381714421669e-47,-0.0261699651809653,0.191,0.325,3.86763428843338e-44
"IGFBPL1",1.49192862012878e-46,-0.0247950590486812,0.554,0.96,2.98385724025757e-43
"FAM198B",3.44600845061844e-46,-0.0192375664121894,0.313,0.737,6.89201690123688e-43
"MMP14",5.24897904570646e-46,-0.0190219353579434,0.258,0.774,1.04979580914129e-42
"SLC8A1",7.68937151408537e-46,-0.0201249873285885,0.226,0.702,1.53787430281707e-42
"LMCD1",5.35641785635292e-45,0.0262486842160204,0.517,0.895,1.07128357127058e-41
"CCNE2",8.73869972931318e-45,-0.0262628811792612,0.423,0.807,1.74773994586263e-41
"TGFB3",5.02346173940311e-43,-0.0176561506194617,0.236,0.698,1.00469234788062e-39
"CLDN11",1.72338842344681e-42,-0.0213469851121205,0.162,0.269,3.44677684689361e-39
"SLITRK2",4.28396541647787e-42,0.0428637176642435,0.475,0.879,8.56793083295574e-39
"WNT4",5.61243496741969e-42,-0.025366147572924,0.161,0.324,1.12248699348394e-38
"MAOA",3.71357633937108e-41,0.02111218505183,0.408,0.79,7.42715267874216e-38
"SCG3",7.48635473212969e-41,-0.0244469938280185,0.46,0.834,1.49727094642594e-37
"HOXB1",5.10380670721398e-40,-0.0279279616571778,0.187,0.335,1.0207613414428e-36
"F3",1.08131510967965e-39,-0.0121485171805692,0.348,0.766,2.1626302193593e-36
"LIPA",1.15032976002218e-39,-0.0121503259874679,0.504,0.918,2.30065952004436e-36
"GSX1",3.80635521023652e-39,0.061256977064145,0.616,0.995,7.61271042047304e-36
"SOHLH2",6.73975836080041e-39,0.0188189981833285,0.285,0.372,1.34795167216008e-35
"GAL",7.78727398519136e-39,-0.0142544425147933,0.308,0.385,1.55745479703827e-35
"LINC01116",1.13834461687559e-38,-0.0163180538051693,0.245,0.677,2.27668923375118e-35
"NRN1",3.43723464063922e-38,-0.0368566911614111,0.245,0.331,6.87446928127844e-35
"TCEAL7",3.85929775910841e-38,0.0722354071877063,0.62,0.992,7.71859551821682e-35
"HEG1",1.82739223254128e-37,0.0264148581101967,0.2,0.298,3.65478446508257e-34
"IGFN1",1.8416382585429e-37,-0.0132032369306489,0.322,0.771,3.6832765170858e-34
"FMO1",2.37044880906759e-37,0.0112788764944212,0.104,0.583,4.74089761813518e-34
"PARP9",2.78415353208253e-37,0.0115496881713962,0.235,0.684,5.56830706416507e-34
"C1R",3.95684865044641e-37,-0.0220118214952085,0.175,0.638,7.91369730089283e-34
"PPP2R2B",4.99876749621909e-37,-0.0240467787634015,0.426,0.828,9.99753499243818e-34
"FOSL2",1.06990369840503e-36,-0.0141983718909563,0.25,0.698,2.13980739681006e-33
"CELF5",2.73983876524757e-36,0.0169462943113396,0.263,0.354,5.47967753049514e-33
"EPS8L1",3.04984080757109e-35,-0.0245822974742106,0.52,0.915,6.09968161514218e-32
"WNT10B",4.5570459977999e-35,-0.0124204668137923,0.16,0.282,9.1140919955998e-32
"CLDN5",1.01068702260215e-34,0.0603614520834532,0.428,0.801,2.02137404520429e-31
"OAS1",1.53959666734381e-34,0.0353029884896137,0.276,0.717,3.07919333468763e-31
"NRG1",4.0008934269265e-34,0.0264608617563597,0.568,0.961,8.001786853853e-31
"FXYD7",1.19030180800091e-33,-0.0172027717610773,0.335,0.721,2.38060361600182e-30
"ARHGAP29",3.57362883558233e-33,0.0208816459298824,0.386,0.824,7.14725767116465e-30
"SEMA3C",7.47732093094215e-33,-0.0321005663170149,0.171,0.324,1.49546418618843e-29
"PERP",1.02374123942907e-32,-0.0177453110600414,0.289,0.374,2.04748247885814e-29
"NPTX2",1.05555009594386e-32,-0.0485188180831688,0.282,0.356,2.11110019188772e-29
"SLC16A3",2.19329785348929e-32,-0.0266489731491794,0.339,0.708,4.38659570697858e-29
"DES",4.41851620950398e-32,0.018729534744908,0.369,0.783,8.83703241900796e-29
"SCUBE2",5.32759705102188e-32,0.0364823636494445,0.244,0.673,1.06551941020438e-28
"THBS1",6.98795356067991e-32,0.0687412655463051,0.507,0.901,1.39759071213598e-28
"IFIT5",1.13445703572326e-31,0.0489279745714186,0.438,0.891,2.26891407144653e-28
"LGALS3",1.17981894396294e-31,0.0306796400258332,0.276,0.722,2.35963788792588e-28
"FILIP1",3.26335660595697e-30,-0.0128467458566394,0.286,0.698,6.52671321191394e-27
"SERPINE2",5.22997798384082e-30,-0.0102087088325075,0.573,0.922,1.04599559676816e-26
"EYA4",1.13394457340559e-29,0.0219249802454417,0.21,0.284,2.26788914681118e-26
"ALPK2",1.1364599004414e-29,0.0112159956546392,0.409,0.773,2.2729198008828e-26
"MATN3",2.25275921333161e-29,0.0113800579237836,0.217,0.631,4.50551842666321e-26
"PARM1",3.17683077657342e-29,-0.0223687158041268,0.211,0.637,6.35366155314684e-26
"TNNT2",3.95643538339784e-29,-0.0125353572208652,0.261,0.679,7.91287076679569e-26
"NEUROD4",5.74135378025094e-29,-0.0285337663047741,0.29,0.675,1.14827075605019e-25
"ZNF804A",8.53932937873201e-29,-0.0153027989621597,0.171,0.351,1.7078658757464e-25
"RNF152",8.56539453912534e-29,0.0172884865265507,0.309,0.71,1.71307890782507e-25
"LGI1",1.01255162530536e-28,-0.0193166637537991,0.293,0.385,2.02510325061072e-25
"XAF1",1.42142126799902e-28,0.0111947878218392,0.189,0.301,2.84284253599804e-25
"CDH6",1.50776172123257e-28,-0.0180884826256512,0.286,0.373,3.01552344246515e-25
"CRIP1",2.1263352588565e-28,-0.0565814798887959,0.242,0.383,4.252670517713e-25
"GRAMD2B",2.14996552760986e-28,0.0100727044079486,0.287,0.734,4.29993105521972e-25
"TNIK",2.38253754616643e-28,0.0310800522326189,0.356,0.794,4.76507509233285e-25
"CLSTN2",2.61725976036244e-28,0.0114414709601286,0.197,0.333,5.23451952072489e-25
"KCNK6",3.63313899924175e-28,-0.0294183650019486,0.39,0.793,7.2662779984835e-25
"COL8A2",6.01140986147903e-28,-0.0142423773301144,0.106,0.22,1.20228197229581e-24
"AEBP1",6.99198078035484e-28,-0.0113691077715108,0.322,0.737,1.39839615607097e-24
"CP",8.07822341007439e-28,0.0487569723931969,0.592,0.995,1.61564468201488e-24
"SAMD9",1.40959434119428e-27,0.0257418991643282,0.266,0.687,2.81918868238857e-24
"CD74",1.43242847837793e-27,-0.0103794745365838,0.163,0.306,2.86485695675587e-24
"TMEM173",3.75099803870006e-27,0.0250320959544844,0.155,0.64,7.50199607740012e-24
"MAP1LC3A",3.81662699859896e-27,0.012071555417967,0.354,0.745,7.63325399719792e-24
"TGFB2",4.11737737475813e-27,0.0782756399919036,0.301,0.743,8.23475474951626e-24
"GRIN2A",4.79222528707112e-27,-0.0192748029421523,0.173,0.349,9.58445057414224e-24
"OTX2",7.87970685420226e-27,-0.0563694335463512,0.147,0.623,1.57594137084045e-23
"CAVIN3",9.52199695555725e-27,-0.0209447754593516,0.131,0.314,1.90439939111145e-23
"ADRA2C",1.46784034518296e-26,-0.0216223303747866,0.194,0.273,2.93568069036593e-23
"LZTS1",1.51687081705697e-26,-0.0338585335970024,0.288,0.695,3.03374163411394e-23
"PENK",1.6912443626194e-26,0.023607086420795,0.256,0.672,3.38248872523881e-23
"HHIP",6.12366174018417e-26,-0.0128492942024741,0.345,0.438,1.22473234803683e-22
"SLC2A3",7.58521068697783e-26,0.0518070179222639,0.583,0.952,1.51704213739557e-22
"DMD",9.47721026472932e-26,-0.0480439220802397,0.306,0.695,1.89544205294586e-22
"GRID2",1.04098022883732e-25,-0.0104205995216328,0.385,0.744,2.08196045767464e-22
"TMEFF2",1.9631400908982e-25,-0.017629878342417,0.292,0.662,3.9262801817964e-22
"ATF3",3.03319657994444e-25,-0.0178861256104054,0.476,0.786,6.06639315988888e-22
"SALL1",3.78484286294665e-25,0.0496160788943696,0.552,0.915,7.5696857258933e-22
"MX1",4.70279809270563e-25,0.0873714556112781,0.199,0.637,9.40559618541125e-22
"NXPH4",6.06644707593762e-25,-0.0205369809763406,0.21,0.618,1.21328941518752e-21
"SP110",1.32336859110945e-24,0.0183189601911964,0.284,0.683,2.64673718221891e-21
"PEG3",2.46071832654237e-24,-0.0275715499997372,0.301,0.413,4.92143665308473e-21
"SOCS3",2.85572191252296e-24,0.0421285177810142,0.47,0.906,5.71144382504593e-21
"C1QL1",3.30076202815288e-24,-0.0101213775073426,0.404,0.748,6.60152405630576e-21
"CCDC140",3.76304029782722e-24,0.0388680347806697,0.634,0.993,7.52608059565444e-21
"CITED1",4.36183844199502e-24,0.0181752672028288,0.311,0.719,8.72367688399005e-21
"MAGEA4",5.1522490428208e-24,0.0126292275103389,0.13,0.616,1.03044980856416e-20
"PCDH17",5.93003686395506e-24,0.0604925869710259,0.48,0.841,1.18600737279101e-20
"CARD16",6.59507188678075e-24,-0.0115887185000635,0.29,0.689,1.31901437735615e-20
"SHISA9",7.42851904007394e-24,-0.0138279925153289,0.283,0.422,1.48570380801479e-20
"DLL1",7.58030133368835e-24,-0.0108809858426512,0.564,0.907,1.51606026673767e-20
"HIST1H2BF",9.44633076348817e-24,-0.0159040364337139,0.347,0.724,1.88926615269763e-20
"WWTR1",9.95199118073472e-24,0.01165067295071,0.432,0.81,1.99039823614694e-20
"POU3F4",1.07913622089194e-23,-0.0137358179796306,0.578,0.972,2.15827244178387e-20
"LIF",1.60039845971313e-23,-0.0182444673583783,0.436,0.76,3.20079691942625e-20
"CDC45",1.93458681589189e-23,0.0594759343516432,0.353,0.418,3.86917363178379e-20
"PROX1",5.99588899705332e-23,0.0292396675195842,0.343,0.692,1.19917779941066e-19
"FBLIM1",6.40126742068748e-23,0.0293761902530839,0.313,0.717,1.2802534841375e-19
"COL11A1",1.60799846834511e-22,0.0542420616770012,0.477,0.865,3.21599693669021e-19
"INSM1",1.80099758629917e-22,-0.0370162064843727,0.426,0.753,3.60199517259833e-19
"PRICKLE1",3.23773027203268e-22,-0.0126762238972352,0.208,0.294,6.47546054406537e-19
"DUSP4",5.53284182136605e-22,-0.0167600132900622,0.269,0.398,1.10656836427321e-18
"JUNB",6.14937098290525e-22,0.0254266396510987,0.424,0.804,1.22987419658105e-18
"LAMP5",6.74880412851165e-22,-0.0207118905480125,0.295,0.398,1.34976082570233e-18
"ROBO2",9.36579517742232e-22,0.0376718327290014,0.188,0.328,1.87315903548446e-18
"TENM2",1.0025868768182e-21,0.0339023352970941,0.579,0.913,2.0051737536364e-18
"AQP1",1.31815601750128e-21,-0.0104293764855977,0.292,0.385,2.63631203500255e-18
"MVP",2.10710276571702e-21,0.0112230954251073,0.238,0.643,4.21420553143405e-18
"ACTC1",2.7229457040298e-21,0.0386034362436798,0.374,0.731,5.44589140805959e-18
"EEF1A2",2.82205177534303e-21,0.03209646422685,0.443,0.779,5.64410355068605e-18
"FABP7",4.3862507049826e-21,-0.0240481896549804,0.582,0.916,8.7725014099652e-18
"MYLK",6.00233109043165e-21,0.0228923131471136,0.533,0.889,1.20046621808633e-17
"PDE1A",8.78603419264214e-21,0.0487698533236693,0.389,0.795,1.75720683852843e-17
"LY6H",1.04354348164364e-20,0.0111820946770828,0.377,0.713,2.08708696328727e-17
"MEOX2",1.19226190800188e-20,0.0162214807683886,0.093,0.571,2.38452381600376e-17
